Stationscode;Datum;"Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";Luftqualitätsindex
DEHE005;"'17.02.2018 23:00'";20;8;57;mäßig
DEHE005;"'17.02.2018 24:00'";21;1;66;mäßig
DEHE005;"'18.02.2018 01:00'";22;2;66;mäßig
DEHE005;"'18.02.2018 02:00'";22;0.6;65;mäßig
DEHE005;"'18.02.2018 03:00'";23;0.6;68;mäßig
DEHE005;"'18.02.2018 04:00'";24;0.6;60;mäßig
DEHE005;"'18.02.2018 05:00'";24;0.6;56;mäßig
DEHE005;"'18.02.2018 06:00'";25;0.6;54;mäßig
DEHE005;"'18.02.2018 07:00'";26;0.6;49;mäßig
DEHE005;"'18.02.2018 08:00'";26;0.6;46;mäßig
DEHE005;"'18.02.2018 09:00'";27;4;41;mäßig
DEHE005;"'18.02.2018 10:00'";28;10;31;gut
DEHE005;"'18.02.2018 11:00'";29;21;27;gut
DEHE005;"'18.02.2018 12:00'";30;23;31;gut
DEHE005;"'18.02.2018 13:00'";30;33;30;gut
DEHE005;"'18.02.2018 14:00'";31;39;31;gut
DEHE005;"'18.02.2018 15:00'";31;45;28;gut
DEHE005;"'18.02.2018 16:00'";31;52;27;gut
DEHE005;"'18.02.2018 17:00'";31;53;28;gut
DEHE005;"'18.02.2018 18:00'";31;35;51;mäßig
DEHE005;"'18.02.2018 19:00'";32;16;72;mäßig
DEHE005;"'18.02.2018 20:00'";32;26;51;mäßig
DEHE005;"'18.02.2018 21:00'";32;25;50;mäßig
DEHE005;"'18.02.2018 22:00'";32;25;45;mäßig
DEHE005;"'18.02.2018 23:00'";33;16;50;mäßig
DEHE005;"'18.02.2018 24:00'";33;13;48;mäßig
DEHE005;"'19.02.2018 01:00'";33;5;60;mäßig
DEHE005;"'19.02.2018 02:00'";33;30;37;gut
DEHE005;"'19.02.2018 03:00'";33;31;36;gut
DEHE005;"'19.02.2018 04:00'";32;11;51;mäßig
DEHE005;"'19.02.2018 05:00'";32;11;42;mäßig
DEHE005;"'19.02.2018 06:00'";33;10;44;mäßig
DEHE005;"'19.02.2018 07:00'";33;0.6;60;mäßig
DEHE005;"'19.02.2018 08:00'";33;0.6;59;mäßig
DEHE005;"'19.02.2018 09:00'";33;3;60;mäßig
DEHE005;"'19.02.2018 10:00'";33;6;58;mäßig
DEHE005;"'19.02.2018 11:00'";32;21;44;mäßig
DEHE005;"'19.02.2018 12:00'";31;31;35;gut
DEHE005;"'19.02.2018 13:00'";31;33;33;gut
DEHE005;"'19.02.2018 14:00'";30;36;32;gut
DEHE005;"'19.02.2018 15:00'";30;40;31;gut
DEHE005;"'19.02.2018 16:00'";30;36;36;gut
DEHE005;"'19.02.2018 17:00'";30;37;36;gut
DEHE005;"'19.02.2018 18:00'";30;34;41;mäßig
DEHE005;"'19.02.2018 19:00'";29;22;55;mäßig
DEHE005;"'19.02.2018 20:00'";29;16;61;mäßig
DEHE005;"'19.02.2018 21:00'";28;11;64;mäßig
DEHE005;"'19.02.2018 22:00'";28;13;58;mäßig
DEHE005;"'19.02.2018 23:00'";28;8;63;mäßig
DEHE005;"'19.02.2018 24:00'";27;4;65;mäßig
DEHE005;"'20.02.2018 01:00'";27;3;64;mäßig
DEHE005;"'20.02.2018 02:00'";27;4;56;mäßig
DEHE005;"'20.02.2018 03:00'";27;0.6;59;mäßig
DEHE005;"'20.02.2018 04:00'";26;2;53;mäßig
DEHE005;"'20.02.2018 05:00'";26;0.6;53;mäßig
DEHE005;"'20.02.2018 06:00'";26;0.6;52;mäßig
DEHE005;"'20.02.2018 07:00'";26;0.6;53;mäßig
DEHE005;"'20.02.2018 08:00'";25;0.6;59;mäßig
DEHE005;"'20.02.2018 09:00'";25;2;58;mäßig
DEHE005;"'20.02.2018 10:00'";26;5;52;mäßig
DEHE005;"'20.02.2018 11:00'";26;17;37;gut
DEHE005;"'20.02.2018 12:00'";27;20;39;gut
DEHE005;"'20.02.2018 13:00'";27;38;29;gut
DEHE005;"'20.02.2018 14:00'";28;39;30;gut
DEHE005;"'20.02.2018 15:00'";28;42;28;gut
DEHE005;"'20.02.2018 16:00'";29;37;32;gut
DEHE005;"'20.02.2018 17:00'";30;40;33;gut
DEHE005;"'20.02.2018 18:00'";31;30;46;mäßig
DEHE005;"'20.02.2018 19:00'";33;12;64;mäßig
DEHE005;"'20.02.2018 20:00'";34;10;65;mäßig
DEHE005;"'20.02.2018 21:00'";35;33;38;gut
DEHE005;"'20.02.2018 22:00'";36;51;24;mäßig
DEHE005;"'20.02.2018 23:00'";37;44;28;mäßig
DEHE005;"'20.02.2018 24:00'";39;42;27;mäßig
DEHE005;"'21.02.2018 01:00'";40;39;26;mäßig
DEHE005;"'21.02.2018 02:00'";42;41;25;mäßig
DEHE005;"'21.02.2018 03:00'";43;42;23;mäßig
DEHE005;"'21.02.2018 04:00'";45;40;21;mäßig
DEHE005;"'21.02.2018 05:00'";46;42;20;mäßig
DEHE005;"'21.02.2018 06:00'";47;44;24;mäßig
DEHE005;"'21.02.2018 07:00'";48;31;39;mäßig
DEHE005;"'21.02.2018 08:00'";49;26;43;mäßig
DEHE005;"'21.02.2018 09:00'";49;36;35;mäßig
DEHE005;"'21.02.2018 10:00'";50;44;29;mäßig
DEHE005;"'21.02.2018 11:00'";50;51;24;mäßig
DEHE005;"'21.02.2018 12:00'";50;52;25;mäßig
DEHE005;"'21.02.2018 13:00'";50;57;25;mäßig
DEHE005;"'21.02.2018 14:00'";49;58;24;mäßig
DEHE005;"'21.02.2018 15:00'";49;64;21;mäßig
DEHE005;"'21.02.2018 16:00'";48;64;22;mäßig
DEHE005;"'21.02.2018 17:00'";47;59;28;mäßig
DEHE005;"'21.02.2018 18:00'";46;50;38;mäßig
DEHE005;"'21.02.2018 19:00'";45;42;44;mäßig
DEHE005;"'21.02.2018 20:00'";44;42;39;mäßig
DEHE005;"'21.02.2018 21:00'";43;38;39;mäßig
DEHE005;"'21.02.2018 22:00'";43;40;33;mäßig
DEHE005;"'21.02.2018 23:00'";42;37;35;mäßig
DEHE005;"'21.02.2018 24:00'";41;44;26;mäßig
DEHE005;"'22.02.2018 01:00'";40;48;22;mäßig
DEHE005;"'22.02.2018 02:00'";38;50;20;mäßig
DEHE005;"'22.02.2018 03:00'";37;50;20;mäßig
DEHE005;"'22.02.2018 04:00'";35;48;19;gut
DEHE005;"'22.02.2018 05:00'";34;45;20;gut
DEHE005;"'22.02.2018 06:00'";32;37;28;gut
DEHE005;"'22.02.2018 07:00'";31;36;33;gut
DEHE005;"'22.02.2018 08:00'";29;28;42;mäßig
DEHE005;"'22.02.2018 09:00'";28;38;32;gut
DEHE005;"'22.02.2018 10:00'";27;42;28;gut
DEHE005;"'22.02.2018 11:00'";26;51;27;gut
DEHE005;"'22.02.2018 12:00'";25;59;18;gut
DEHE005;"'22.02.2018 13:00'";24;61;18;gut
DEHE005;"'22.02.2018 14:00'";23;64;18;gut
DEHE005;"'22.02.2018 15:00'";23;63;17;gut
DEHE005;"'22.02.2018 16:00'";22;62;19;gut
DEHE005;"'22.02.2018 17:00'";22;58;24;gut
DEHE005;"'22.02.2018 18:00'";21;52;30;gut
DEHE005;"'22.02.2018 19:00'";20;45;35;gut
DEHE005;"'22.02.2018 20:00'";20;49;30;gut
DEHE005;"'22.02.2018 21:00'";19;52;26;gut
DEHE005;"'22.02.2018 22:00'";18;51;26;gut
DEHE005;"'22.02.2018 23:00'";17;51;23;gut
DEHE005;"'22.02.2018 24:00'";16;47;26;gut
DEHE005;"'23.02.2018 01:00'";16;48;23;gut
DEHE005;"'23.02.2018 02:00'";15;49;21;gut
DEHE005;"'23.02.2018 03:00'";15;51;18;"sehr gut"
DEHE005;"'23.02.2018 04:00'";15;52;17;"sehr gut"
DEHE005;"'23.02.2018 05:00'";14;50;19;"sehr gut"
DEHE005;"'23.02.2018 06:00'";14;48;23;gut
DEHE005;"'23.02.2018 07:00'";14;42;31;gut
DEHE005;"'23.02.2018 08:00'";14;44;31;gut
DEHE005;"'23.02.2018 09:00'";13;45;31;gut
DEHE005;"'23.02.2018 10:00'";13;52;24;gut
DEHE005;"'23.02.2018 11:00'";14;56;21;gut
DEHE005;"'23.02.2018 12:00'";14;61;18;gut
DEHE005;"'23.02.2018 13:00'";15;63;18;gut
DEHE005;"'23.02.2018 14:00'";15;65;18;gut
DEHE005;"'23.02.2018 15:00'";16;64;20;gut
DEHE005;"'23.02.2018 16:00'";17;63;21;gut
DEHE005;"'23.02.2018 17:00'";17;60;24;gut
DEHE005;"'23.02.2018 18:00'";18;55;29;gut
DEHE005;"'23.02.2018 19:00'";19;46;35;gut
DEHE005;"'23.02.2018 20:00'";19;36;43;mäßig
DEHE005;"'23.02.2018 21:00'";20;38;36;gut
DEHE005;"'23.02.2018 22:00'";21;40;30;gut
DEHE005;"'23.02.2018 23:00'";22;44;24;gut
DEHE005;"'23.02.2018 24:00'";23;42;27;gut
DEHE005;"'24.02.2018 01:00'";24;41;27;gut
DEHE005;"'24.02.2018 02:00'";24;48;21;gut
DEHE005;"'24.02.2018 03:00'";25;47;20;gut
DEHE005;"'24.02.2018 04:00'";25;46;20;gut
DEHE005;"'24.02.2018 05:00'";26;46;20;gut
DEHE005;"'24.02.2018 06:00'";27;43;21;gut
DEHE005;"'24.02.2018 07:00'";27;40;23;gut
DEHE005;"'24.02.2018 08:00'";28;37;25;gut
DEHE005;"'24.02.2018 09:00'";29;37;27;gut
DEHE005;"'24.02.2018 10:00'";29;47;22;gut
DEHE005;"'24.02.2018 11:00'";29;54;18;gut
DEHE005;"'24.02.2018 12:00'";28;58;20;gut
DEHE005;"'24.02.2018 13:00'";28;69;14;gut
DEHE005;"'24.02.2018 14:00'";27;68;14;gut
DEHE005;"'24.02.2018 15:00'";27;68;13;gut
DEHE005;"'24.02.2018 16:00'";26;65;14;gut
DEHE005;"'24.02.2018 17:00'";26;62;17;gut
DEHE005;"'24.02.2018 18:00'";25;55;21;gut
DEHE005;"'24.02.2018 19:00'";25;49;27;gut
DEHE005;"'24.02.2018 20:00'";24;54;23;gut
DEHE005;"'24.02.2018 21:00'";23;58;19;gut
DEHE005;"'24.02.2018 22:00'";21;59;16;gut
DEHE005;"'24.02.2018 23:00'";20;57;16;"sehr gut"
DEHE005;"'24.02.2018 24:00'";19;61;14;gut
DEHE005;"'25.02.2018 01:00'";18;63;11;gut
DEHE005;"'25.02.2018 02:00'";17;62;11;gut
DEHE005;"'25.02.2018 03:00'";17;61;11;gut
DEHE005;"'25.02.2018 04:00'";16;58;12;"sehr gut"
DEHE005;"'25.02.2018 05:00'";16;57;13;"sehr gut"
DEHE005;"'25.02.2018 06:00'";15;54;14;"sehr gut"
DEHE005;"'25.02.2018 07:00'";15;50;16;"sehr gut"
DEHE005;"'25.02.2018 08:00'";15;50;17;"sehr gut"
DEHE005;"'25.02.2018 09:00'";14;55;16;"sehr gut"
DEHE005;"'25.02.2018 10:00'";13;61;13;gut
DEHE005;"'25.02.2018 11:00'";13;65;10;gut
DEHE005;"'25.02.2018 12:00'";13;67;10;gut
DEHE005;"'25.02.2018 13:00'";13;66;13;gut
DEHE005;"'25.02.2018 14:00'";13;67;12;gut
DEHE005;"'25.02.2018 15:00'";12;68;13;gut
DEHE005;"'25.02.2018 16:00'";12;69;13;gut
DEHE005;"'25.02.2018 17:00'";12;67;14;gut
DEHE005;"'25.02.2018 18:00'";12;61;21;gut
DEHE005;"'25.02.2018 19:00'";11;57;23;gut
DEHE005;"'25.02.2018 20:00'";11;55;24;gut
DEHE005;"'25.02.2018 21:00'";12;60;15;"sehr gut"
DEHE005;"'25.02.2018 22:00'";12;62;14;gut
DEHE005;"'25.02.2018 23:00'";12;61;15;gut
DEHE005;"'25.02.2018 24:00'";12;60;14;"sehr gut"
DEHE005;"'26.02.2018 01:00'";12;59;15;"sehr gut"
DEHE005;"'26.02.2018 02:00'";12;55;17;"sehr gut"
DEHE005;"'26.02.2018 03:00'";12;55;15;"sehr gut"
DEHE005;"'26.02.2018 04:00'";12;52;17;"sehr gut"
DEHE005;"'26.02.2018 05:00'";11;52;19;"sehr gut"
DEHE005;"'26.02.2018 06:00'";11;47;26;gut
DEHE005;"'26.02.2018 07:00'";11;33;38;gut
DEHE005;"'26.02.2018 08:00'";10;20;53;mäßig
DEHE005;"'26.02.2018 09:00'";10;30;48;mäßig
DEHE005;"'26.02.2018 10:00'";10;41;31;gut
DEHE005;"'26.02.2018 11:00'";11;47;25;gut
DEHE005;"'26.02.2018 12:00'";11;53;21;gut
DEHE005;"'26.02.2018 13:00'";11;56;20;"sehr gut"
DEHE005;"'26.02.2018 14:00'";12;60;19;"sehr gut"
DEHE005;"'26.02.2018 15:00'";12;61;19;gut
DEHE005;"'26.02.2018 16:00'";12;61;23;gut
DEHE005;"'26.02.2018 17:00'";13;64;18;gut
DEHE005;"'26.02.2018 18:00'";13;63;19;gut
DEHE005;"'26.02.2018 19:00'";13;55;26;gut
DEHE005;"'26.02.2018 20:00'";13;40;39;gut
DEHE005;"'26.02.2018 21:00'";14;45;33;gut
DEHE005;"'26.02.2018 22:00'";14;37;40;gut
DEHE005;"'26.02.2018 23:00'";14;38;37;gut
DEHE005;"'26.02.2018 24:00'";14;43;31;gut
DEHE005;"'27.02.2018 01:00'";14;50;21;gut
DEHE005;"'27.02.2018 02:00'";14;54;15;"sehr gut"
DEHE005;"'27.02.2018 03:00'";14;60;12;"sehr gut"
DEHE005;"'27.02.2018 04:00'";14;62;12;gut
DEHE005;"'27.02.2018 05:00'";14;58;15;"sehr gut"
DEHE005;"'27.02.2018 06:00'";14;54;20;"sehr gut"
DEHE005;"'27.02.2018 07:00'";14;49;27;gut
DEHE005;"'27.02.2018 08:00'";13;37;41;mäßig
DEHE005;"'27.02.2018 09:00'";13;43;34;gut
DEHE005;"'27.02.2018 10:00'";14;54;23;gut
DEHE005;"'27.02.2018 11:00'";14;57;21;gut
DEHE005;"'27.02.2018 12:00'";14;59;24;gut
DEHE005;"'27.02.2018 13:00'";14;65;21;gut
DEHE005;"'27.02.2018 14:00'";14;69;18;gut
DEHE005;"'27.02.2018 15:00'";14;71;17;gut
DEHE005;"'27.02.2018 16:00'";14;70;19;gut
DEHE005;"'27.02.2018 17:00'";14;64;25;gut
DEHE005;"'27.02.2018 18:00'";14;60;28;gut
DEHE005;"'27.02.2018 19:00'";15;52;32;gut
DEHE005;"'27.02.2018 20:00'";15;51;30;gut
DEHE005;"'27.02.2018 21:00'";15;49;30;gut
DEHE005;"'27.02.2018 22:00'";15;41;36;gut
DEHE005;"'27.02.2018 23:00'";15;46;28;gut
DEHE005;"'27.02.2018 24:00'";15;35;38;gut
DEHE005;"'28.02.2018 01:00'";16;40;31;gut
DEHE005;"'28.02.2018 02:00'";16;39;30;gut
DEHE005;"'28.02.2018 03:00'";16;39;29;gut
DEHE005;"'28.02.2018 04:00'";17;40;27;gut
DEHE005;"'28.02.2018 05:00'";18;34;32;gut
DEHE005;"'28.02.2018 06:00'";19;28;38;gut
DEHE005;"'28.02.2018 07:00'";20;19;49;mäßig
DEHE005;"'28.02.2018 08:00'";21;25;44;mäßig
DEHE005;"'28.02.2018 09:00'";21;29;42;mäßig
DEHE005;"'28.02.2018 10:00'";22;42;31;gut
DEHE005;"'28.02.2018 11:00'";23;48;28;gut
DEHE005;"'28.02.2018 12:00'";23;54;24;gut
DEHE005;"'28.02.2018 13:00'";24;58;24;gut
DEHE005;"'28.02.2018 14:00'";24;60;25;gut
DEHE005;"'28.02.2018 15:00'";25;58;30;gut
DEHE005;"'28.02.2018 16:00'";25;61;27;gut
DEHE005;"'28.02.2018 17:00'";26;53;34;gut
DEHE005;"'28.02.2018 18:00'";27;50;37;gut
DEHE005;"'28.02.2018 19:00'";28;40;44;mäßig
DEHE005;"'28.02.2018 20:00'";29;45;33;gut
DEHE005;"'28.02.2018 21:00'";30;44;28;gut
DEHE005;"'28.02.2018 22:00'";31;43;30;gut
DEHE005;"'28.02.2018 23:00'";32;43;32;gut
DEHE005;"'28.02.2018 24:00'";32;50;24;gut
DEHE005;"'01.03.2018 01:00'";32;53;21;gut
DEHE005;"'01.03.2018 02:00'";33;57;16;gut
DEHE005;"'01.03.2018 03:00'";33;56;17;gut
DEHE005;"'01.03.2018 04:00'";33;55;16;gut
DEHE005;"'01.03.2018 05:00'";33;56;14;gut
DEHE005;"'01.03.2018 06:00'";32;56;15;gut
DEHE005;"'01.03.2018 07:00'";32;49;24;gut
DEHE005;"'01.03.2018 08:00'";32;44;31;gut
DEHE005;"'01.03.2018 09:00'";31;46;34;gut
DEHE005;"'01.03.2018 10:00'";30;55;25;gut
DEHE005;"'01.03.2018 11:00'";30;58;25;gut
DEHE005;"'01.03.2018 12:00'";29;59;27;gut
DEHE005;"'01.03.2018 13:00'";29;63;22;gut
DEHE005;"'01.03.2018 14:00'";28;64;22;gut
DEHE005;"'01.03.2018 15:00'";28;65;24;gut
DEHE005;"'01.03.2018 16:00'";28;65;25;gut
DEHE005;"'01.03.2018 17:00'";28;61;31;gut
DEHE005;"'01.03.2018 18:00'";28;55;40;gut
DEHE005;"'01.03.2018 19:00'";27;54;44;mäßig
DEHE005;"'01.03.2018 20:00'";27;57;30;gut
DEHE005;"'01.03.2018 21:00'";27;52;34;gut
DEHE005;"'01.03.2018 22:00'";27;52;34;gut
DEHE005;"'01.03.2018 23:00'";28;57;33;gut
DEHE005;"'01.03.2018 24:00'";28;63;28;gut
DEHE005;"'02.03.2018 01:00'";29;71;20;gut
DEHE005;"'02.03.2018 02:00'";30;68;19;gut
DEHE005;"'02.03.2018 03:00'";31;71;15;gut
DEHE005;"'02.03.2018 04:00'";32;71;15;gut
DEHE005;"'02.03.2018 05:00'";33;70;15;gut
DEHE005;"'02.03.2018 06:00'";34;39;32;gut
DEHE005;"'02.03.2018 07:00'";34;31;41;mäßig
DEHE005;"'02.03.2018 08:00'";35;27;47;mäßig
DEHE005;"'02.03.2018 09:00'";37;32;40;mäßig
DEHE005;"'02.03.2018 10:00'";38;38;34;mäßig
DEHE005;"'02.03.2018 11:00'";39;43;35;mäßig
DEHE005;"'02.03.2018 12:00'";40;45;33;mäßig
DEHE005;"'02.03.2018 13:00'";42;45;32;mäßig
DEHE005;"'02.03.2018 14:00'";43;50;32;mäßig
DEHE005;"'02.03.2018 15:00'";44;48;37;mäßig
DEHE005;"'02.03.2018 16:00'";45;49;36;mäßig
DEHE005;"'02.03.2018 17:00'";46;45;41;mäßig
DEHE005;"'02.03.2018 18:00'";48;37;52;mäßig
DEHE005;"'02.03.2018 19:00'";49;42;54;mäßig
DEHE005;"'02.03.2018 20:00'";50;39;56;mäßig
DEHE005;"'02.03.2018 21:00'";50;36;58;mäßig
DEHE005;"'02.03.2018 22:00'";51;48;44;schlecht
DEHE005;"'02.03.2018 23:00'";53;30;54;schlecht
DEHE005;"'02.03.2018 24:00'";54;42;42;schlecht
DEHE005;"'03.03.2018 01:00'";55;41;40;schlecht
DEHE005;"'03.03.2018 02:00'";57;33;46;schlecht
DEHE005;"'03.03.2018 03:00'";58;32;43;schlecht
DEHE005;"'03.03.2018 04:00'";59;38;35;schlecht
DEHE005;"'03.03.2018 05:00'";60;42;29;schlecht
DEHE005;"'03.03.2018 06:00'";62;35;33;schlecht
DEHE005;"'03.03.2018 07:00'";63;29;35;schlecht
DEHE005;"'03.03.2018 08:00'";63;28;36;schlecht
DEHE005;"'03.03.2018 09:00'";64;29;37;schlecht
DEHE005;"'03.03.2018 10:00'";64;32;36;schlecht
DEHE005;"'03.03.2018 11:00'";65;36;36;schlecht
DEHE005;"'03.03.2018 12:00'";65;40;38;schlecht
DEHE005;"'03.03.2018 13:00'";66;47;36;schlecht
DEHE005;"'03.03.2018 14:00'";66;53;33;schlecht
DEHE005;"'03.03.2018 15:00'";66;55;34;schlecht
DEHE005;"'03.03.2018 16:00'";67;52;37;schlecht
DEHE005;"'03.03.2018 17:00'";67;47;41;schlecht
DEHE005;"'03.03.2018 18:00'";67;38;51;schlecht
DEHE005;"'03.03.2018 19:00'";68;26;59;schlecht
DEHE005;"'03.03.2018 20:00'";68;11;74;schlecht
DEHE005;"'03.03.2018 21:00'";68;12;70;schlecht
DEHE005;"'03.03.2018 22:00'";69;12;68;schlecht
DEHE005;"'03.03.2018 23:00'";68;13;63;schlecht
DEHE005;"'03.03.2018 24:00'";68;15;60;schlecht
DEHE005;"'04.03.2018 01:00'";68;19;53;schlecht
DEHE005;"'04.03.2018 02:00'";68;20;51;schlecht
DEHE005;"'04.03.2018 03:00'";68;21;48;schlecht
DEHE005;"'04.03.2018 04:00'";68;16;49;schlecht
DEHE005;"'04.03.2018 05:00'";68;12;51;schlecht
DEHE005;"'04.03.2018 06:00'";68;10;51;schlecht
DEHE005;"'04.03.2018 07:00'";68;4;56;schlecht
DEHE005;"'04.03.2018 08:00'";69;5;52;schlecht
DEHE005;"'04.03.2018 09:00'";70;7;49;schlecht
DEHE005;"'04.03.2018 10:00'";70;9;46;schlecht
DEHE005;"'04.03.2018 11:00'";71;13;44;schlecht
DEHE005;"'04.03.2018 12:00'";72;20;39;schlecht
DEHE005;"'04.03.2018 13:00'";72;29;33;schlecht
DEHE005;"'04.03.2018 14:00'";72;36;32;schlecht
DEHE005;"'04.03.2018 15:00'";72;40;34;schlecht
DEHE005;"'04.03.2018 16:00'";71;42;35;schlecht
DEHE005;"'04.03.2018 17:00'";71;38;38;schlecht
DEHE005;"'04.03.2018 18:00'";71;21;54;schlecht
DEHE005;"'04.03.2018 19:00'";70;17;57;schlecht
DEHE005;"'04.03.2018 20:00'";69;11;61;schlecht
DEHE005;"'04.03.2018 21:00'";68;8;64;schlecht
DEHE005;"'04.03.2018 22:00'";67;5;71;schlecht
DEHE005;"'04.03.2018 23:00'";65;3;68;schlecht
DEHE005;"'04.03.2018 24:00'";64;2;64;schlecht
DEHE005;"'05.03.2018 01:00'";62;2;62;schlecht
DEHE005;"'05.03.2018 02:00'";61;5;55;schlecht
DEHE005;"'05.03.2018 03:00'";60;2;53;schlecht
DEHE005;"'05.03.2018 04:00'";58;3;49;schlecht
DEHE005;"'05.03.2018 05:00'";56;8;44;schlecht
DEHE005;"'05.03.2018 06:00'";53;10;52;schlecht
DEHE005;"'05.03.2018 07:00'";51;9;53;schlecht
DEHE005;"'05.03.2018 08:00'";49;1;73;mäßig
DEHE005;"'05.03.2018 09:00'";46;4;67;mäßig
DEHE005;"'05.03.2018 10:00'";44;7;62;mäßig
DEHE005;"'05.03.2018 11:00'";41;17;58;mäßig
DEHE005;"'05.03.2018 12:00'";39;36;44;mäßig
DEHE005;"'05.03.2018 13:00'";36;44;43;mäßig
DEHE005;"'05.03.2018 14:00'";33;48;40;gut
DEHE005;"'05.03.2018 15:00'";31;61;28;gut
DEHE005;"'05.03.2018 16:00'";30;54;40;gut
DEHE005;"'05.03.2018 17:00'";28;47;50;mäßig
DEHE005;"'05.03.2018 18:00'";25;41;55;mäßig
DEHE005;"'05.03.2018 19:00'";24;17;78;mäßig
DEHE005;"'05.03.2018 20:00'";23;28;59;mäßig
DEHE005;"'05.03.2018 21:00'";22;19;64;mäßig
DEHE005;"'05.03.2018 22:00'";21;15;63;mäßig
DEHE005;"'05.03.2018 23:00'";20;22;52;mäßig
DEHE005;"'05.03.2018 24:00'";20;20;51;mäßig
DEHE005;"'06.03.2018 01:00'";19;1;74;mäßig
DEHE005;"'06.03.2018 02:00'";19;0.6;66;mäßig
DEHE005;"'06.03.2018 03:00'";18;2;60;mäßig
DEHE005;"'06.03.2018 04:00'";18;14;48;mäßig
DEHE005;"'06.03.2018 05:00'";19;2;57;mäßig
DEHE005;"'06.03.2018 06:00'";20;0.6;53;mäßig
DEHE005;"'06.03.2018 07:00'";21;0.6;62;mäßig
DEHE005;"'06.03.2018 08:00'";22;2;72;mäßig
DEHE005;"'06.03.2018 09:00'";24;5;75;mäßig
DEHE005;"'06.03.2018 10:00'";26;9;67;mäßig
DEHE005;"'06.03.2018 11:00'";29;9;70;mäßig
DEHE005;"'06.03.2018 12:00'";31;19;66;mäßig
DEHE005;"'06.03.2018 13:00'";35;27;61;mäßig
DEHE005;"'06.03.2018 14:00'";39;28;65;mäßig
DEHE005;"'06.03.2018 15:00'";43;25;70;mäßig
DEHE005;"'06.03.2018 16:00'";46;27;78;mäßig
DEHE005;"'06.03.2018 17:00'";49;26;73;mäßig
DEHE005;"'06.03.2018 18:00'";51;8;92;schlecht
DEHE005;"'06.03.2018 19:00'";54;4;95;schlecht
DEHE005;"'06.03.2018 20:00'";57;1;94;schlecht
DEHE005;"'06.03.2018 21:00'";59;0.6;95;schlecht
DEHE005;"'06.03.2018 22:00'";62;0.6;82;schlecht
DEHE005;"'06.03.2018 23:00'";65;0.6;76;schlecht
DEHE005;"'06.03.2018 24:00'";68;1;73;schlecht
DEHE005;"'07.03.2018 01:00'";69;0.6;70;schlecht
DEHE005;"'07.03.2018 02:00'";70;3;60;schlecht
DEHE005;"'07.03.2018 03:00'";70;7;46;schlecht
DEHE005;"'07.03.2018 04:00'";70;16;34;schlecht
DEHE005;"'07.03.2018 05:00'";69;20;30;schlecht
DEHE005;"'07.03.2018 06:00'";68;14;36;schlecht
DEHE005;"'07.03.2018 07:00'";68;4;53;schlecht
DEHE005;"'07.03.2018 08:00'";66;5;59;schlecht
DEHE005;"'07.03.2018 09:00'";64;4;61;schlecht
DEHE005;"'07.03.2018 10:00'";62;2;63;schlecht
DEHE005;"'07.03.2018 11:00'";60;7;52;schlecht
DEHE005;"'07.03.2018 12:00'";58;15;46;schlecht
DEHE005;"'07.03.2018 13:00'";54;24;46;schlecht
DEHE005;"'07.03.2018 14:00'";50;43;39;mäßig
DEHE005;"'07.03.2018 15:00'";46;51;30;mäßig
DEHE005;"'07.03.2018 16:00'";43;54;30;mäßig
DEHE005;"'07.03.2018 17:00'";41;53;31;mäßig
DEHE005;"'07.03.2018 18:00'";37;47;37;mäßig
DEHE005;"'07.03.2018 19:00'";34;48;36;gut
DEHE005;"'07.03.2018 20:00'";31;39;43;mäßig
DEHE005;"'07.03.2018 21:00'";28;51;28;gut
DEHE005;"'07.03.2018 22:00'";25;53;23;gut
DEHE005;"'07.03.2018 23:00'";21;57;22;gut
DEHE005;"'07.03.2018 24:00'";18;58;20;"sehr gut"
DEHE005;"'08.03.2018 01:00'";16;61;14;gut
DEHE005;"'08.03.2018 02:00'";15;62;14;gut
DEHE005;"'08.03.2018 03:00'";13;56;19;"sehr gut"
DEHE005;"'08.03.2018 04:00'";13;52;22;gut
DEHE005;"'08.03.2018 05:00'";12;50;23;gut
DEHE005;"'08.03.2018 06:00'";11;48;25;gut
DEHE005;"'08.03.2018 07:00'";11;23;52;mäßig
DEHE005;"'08.03.2018 08:00'";11;24;50;mäßig
DEHE005;"'08.03.2018 09:00'";10;23;49;mäßig
DEHE005;"'08.03.2018 10:00'";10;33;39;gut
DEHE005;"'08.03.2018 11:00'";9;37;37;gut
DEHE005;"'08.03.2018 12:00'";9;42;37;gut
DEHE005;"'08.03.2018 13:00'";8;46;33;gut
DEHE005;"'08.03.2018 14:00'";8;53;33;gut
DEHE005;"'08.03.2018 15:00'";9;56;36;gut
DEHE005;"'08.03.2018 16:00'";9;43;52;mäßig
DEHE005;"'08.03.2018 17:00'";9;46;42;mäßig
DEHE005;"'08.03.2018 18:00'";9;39;49;mäßig
DEHE005;"'08.03.2018 19:00'";9;49;40;gut
DEHE005;"'08.03.2018 20:00'";9;69;18;gut
DEHE005;"'08.03.2018 21:00'";9;69;22;gut
DEHE005;"'08.03.2018 22:00'";9;62;25;gut
DEHE005;"'08.03.2018 23:00'";9;53;31;gut
